"year","Model","Temperature","RCP"
2023,"CMCC_CESM",16.5993976593,8.5
2024,"CMCC_CESM",16.5511302948,8.5
2025,"CMCC_CESM",16.66150665283,8.5
2026,"CMCC_CESM",16.88529777527,8.5
2027,"CMCC_CESM",16.77966499329,8.5
2028,"CMCC_CESM",16.01366233826,8.5
2029,"CMCC_CESM",16.11492156982,8.5
2030,"CMCC_CESM",16.99349403381,8.5
2031,"CMCC_CESM",16.15503692627,8.5
2032,"CMCC_CESM",16.79944992065,8.5
2033,"CMCC_CESM",17.02923583984,8.5
2034,"CMCC_CESM",17.16615486145,8.5
2035,"CMCC_CESM",16.88206100464,8.5
2036,"CMCC_CESM",16.25778198242,8.5
2037,"CMCC_CESM",16.82611083984,8.5
2038,"CMCC_CESM",17.00156593323,8.5
2039,"CMCC_CESM",16.97418403625,8.5
2040,"CMCC_CESM",17.36171913147,8.5
2041,"CMCC_CESM",17.46660041809,8.5
2042,"CMCC_CESM",17.50123977661,8.5
2043,"CMCC_CESM",17.58391571045,8.5
2044,"CMCC_CESM",17.38553237915,8.5
2045,"CMCC_CESM",18.28614234924,8.5
2046,"CMCC_CESM",18.79069137573,8.5
2047,"CMCC_CESM",18.30100059509,8.5
2048,"CMCC_CESM",18.08416175842,8.5
2049,"CMCC_CESM",18.1024723053,8.5
2050,"CMCC_CESM",17.93195724487,8.5
2051,"CMCC_CESM",17.59859848022,8.5
2052,"CMCC_CESM",16.94605255127,8.5
2053,"CMCC_CESM",17.34658241272,8.5
2054,"CMCC_CESM",17.7200717926,8.5
2055,"CMCC_CESM",18.50914001465,8.5
2056,"CMCC_CESM",18.37073707581,8.5
2057,"CMCC_CESM",17.72273254395,8.5
2058,"CMCC_CESM",18.49350357056,8.5
2059,"CMCC_CESM",18.47970199585,8.5
2060,"CMCC_CESM",18.90407180786,8.5
2061,"CMCC_CESM",17.95741844177,8.5
2062,"CMCC_CESM",17.82113838196,8.5
2063,"CMCC_CESM",18.12390136719,8.5
2064,"CMCC_CESM",18.19687843323,8.5
2065,"CMCC_CESM",18.54676628113,8.5
2066,"CMCC_CESM",18.79025650024,8.5
2067,"CMCC_CESM",18.3756980896,8.5
2068,"CMCC_CESM",18.84124755859,8.5
2069,"CMCC_CESM",18.87293243408,8.5
2070,"CMCC_CESM",18.50148773193,8.5
2071,"CMCC_CESM",18.73898124695,8.5
2072,"CMCC_CESM",18.60158157349,8.5
2073,"CMCC_CESM",18.74841690063,8.5
2074,"CMCC_CESM",18.74834632874,8.5
2075,"CMCC_CESM",19.43685722351,8.5
2076,"CMCC_CESM",19.45035743713,8.5
2077,"CMCC_CESM",19.19204521179,8.5
2078,"CMCC_CESM",19.32667350769,8.5
2079,"CMCC_CESM",19.31712532043,8.5
2080,"CMCC_CESM",18.69170570374,8.5
2081,"CMCC_CESM",19.37596321106,8.5
2082,"CMCC_CESM",18.99952125549,8.5
2083,"CMCC_CESM",19.33506774902,8.5
2084,"CMCC_CESM",19.26338386536,8.5
2085,"CMCC_CESM",19.27715682983,8.5
2086,"CMCC_CESM",19.85872650146,8.5
2087,"CMCC_CESM",19.69336509705,8.5
2088,"CMCC_CESM",19.38417625427,8.5
2089,"CMCC_CESM",19.33653259277,8.5
2090,"CMCC_CESM",19.96050643921,8.5
2091,"CMCC_CESM",19.47500038147,8.5
2092,"CMCC_CESM",19.38984107971,8.5
2093,"CMCC_CESM",19.74257087708,8.5
2094,"CMCC_CESM",20.77065467834,8.5
2095,"CMCC_CESM",20.77065467834,8.5
2096,"CMCC_CESM",20.27744102478,8.5
2097,"CMCC_CESM",20.15390777588,8.5
2098,"CMCC_CESM",19.51626586914,8.5
2099,"CMCC_CESM",20.46250343323,8.5
1901,"CMCC_CM",15.41649150848,8.5
1902,"CMCC_CM",15.48869037628,8.5
1903,"CMCC_CM",15.76124572754,8.5
1904,"CMCC_CM",16.01195907593,8.5
1905,"CMCC_CM",16.41921234131,8.5
1906,"CMCC_CM",16.22394943237,8.5
1907,"CMCC_CM",16.19857025146,8.5
1908,"CMCC_CM",16.47157478333,8.5
1909,"CMCC_CM",16.25869941711,8.5
1910,"CMCC_CM",15.52187728882,8.5
1911,"CMCC_CM",16.20085716248,8.5
1912,"CMCC_CM",15.68113422394,8.5
1913,"CMCC_CM",15.74957275391,8.5
1914,"CMCC_CM",16.11236953735,8.5
1915,"CMCC_CM",15.15344333649,8.5
1916,"CMCC_CM",15.98519515991,8.5
1917,"CMCC_CM",15.52779769897,8.5
1918,"CMCC_CM",15.95175457001,8.5
1919,"CMCC_CM",15.89538288116,8.5
1920,"CMCC_CM",16.25700569153,8.5
1921,"CMCC_CM",15.45066738129,8.5
1922,"CMCC_CM",15.2007484436,8.5
1923,"CMCC_CM",15.26515579224,8.5
1924,"CMCC_CM",15.52155017853,8.5
1925,"CMCC_CM",14.84794616699,8.5
1926,"CMCC_CM",15.22967720032,8.5
1927,"CMCC_CM",16.07015037537,8.5
1928,"CMCC_CM",16.30626678467,8.5
1929,"CMCC_CM",15.78823375702,8.5
1930,"CMCC_CM",15.99490261078,8.5
1931,"CMCC_CM",16.47746276855,8.5
1932,"CMCC_CM",15.79665756226,8.5
1933,"CMCC_CM",16.56742858887,8.5
1934,"CMCC_CM",15.77428245544,8.5
1935,"CMCC_CM",15.97777366638,8.5
1936,"CMCC_CM",15.70636081696,8.5
1937,"CMCC_CM",15.26215934753,8.5
1938,"CMCC_CM",15.30983734131,8.5
1939,"CMCC_CM",15.57973480225,8.5
1940,"CMCC_CM",15.81872558594,8.5
1941,"CMCC_CM",15.69439983368,8.5
1942,"CMCC_CM",15.71890449524,8.5
1943,"CMCC_CM",15.92844772339,8.5
1944,"CMCC_CM",15.88008785248,8.5
1945,"CMCC_CM",16.16949653625,8.5
1946,"CMCC_CM",16.07330513,8.5
1947,"CMCC_CM",15.28858089447,8.5
1948,"CMCC_CM",15.94074440002,8.5
1949,"CMCC_CM",15.94111919403,8.5
1950,"CMCC_CM",15.61522102356,8.5
1951,"CMCC_CM",16.52019119263,8.5
1952,"CMCC_CM",15.55494403839,8.5
1953,"CMCC_CM",16.13841629028,8.5
1954,"CMCC_CM",15.85715675354,8.5
1955,"CMCC_CM",16.18305015564,8.5
1956,"CMCC_CM",15.97552204132,8.5
1957,"CMCC_CM",15.72768211365,8.5
1958,"CMCC_CM",16.41958045959,8.5
1959,"CMCC_CM",15.74477577209,8.5
1960,"CMCC_CM",15.58350753784,8.5
1961,"CMCC_CM",15.9573135376,8.5
1962,"CMCC_CM",15.06223297119,8.5
1963,"CMCC_CM",15.50854587555,8.5
1964,"CMCC_CM",15.93134784698,8.5
1965,"CMCC_CM",15.82801532745,8.5
1966,"CMCC_CM",15.98812103271,8.5
1967,"CMCC_CM",15.83638572693,8.5
1968,"CMCC_CM",15.98631095886,8.5
1969,"CMCC_CM",16.30859947205,8.5
1970,"CMCC_CM",15.88715553284,8.5
1971,"CMCC_CM",14.96782779694,8.5
1972,"CMCC_CM",15.54073429108,8.5
1973,"CMCC_CM",15.6138086319,8.5
1974,"CMCC_CM",15.75559139252,8.5
1975,"CMCC_CM",15.95983791351,8.5
1976,"CMCC_CM",15.52716064453,8.5
1977,"CMCC_CM",15.61348247528,8.5
1978,"CMCC_CM",15.12643146515,8.5
1979,"CMCC_CM",14.89616107941,8.5
1980,"CMCC_CM",15.16813850403,8.5
1981,"CMCC_CM",15.38771820068,8.5
1982,"CMCC_CM",15.3736000061,8.5
1983,"CMCC_CM",15.71028804779,8.5
1984,"CMCC_CM",15.18089675903,8.5
1985,"CMCC_CM",15.02302932739,8.5
1986,"CMCC_CM",15.62878990173,8.5
1987,"CMCC_CM",15.99288845062,8.5
1988,"CMCC_CM",16.03541946411,8.5
1989,"CMCC_CM",15.25582790375,8.5
1990,"CMCC_CM",16.40893363953,8.5
1991,"CMCC_CM",16.77369880676,8.5
1992,"CMCC_CM",16.76049804688,8.5
1993,"CMCC_CM",16.36317443848,8.5
1994,"CMCC_CM",16.18413734436,8.5
1995,"CMCC_CM",16.44018745422,8.5
1996,"CMCC_CM",16.29985046387,8.5
1997,"CMCC_CM",17.08571052551,8.5
1998,"CMCC_CM",16.40478134155,8.5
1999,"CMCC_CM",16.99558067322,8.5
2000,"CMCC_CM",17.0634765625,8.5
2001,"CMCC_CM",17.44605827332,8.5
2002,"CMCC_CM",16.61666488647,8.5
2003,"CMCC_CM",16.39917755127,8.5
2004,"CMCC_CM",15.91812896729,8.5
2005,"CMCC_CM",16.23363494873,8.5
2006,"CMCC_CM",16.73859214783,8.5
2007,"CMCC_CM",16.6854801178,8.5
2008,"CMCC_CM",16.53080177307,8.5
2009,"CMCC_CM",16.041639328,8.5
2010,"CMCC_CM",16.78320121765,8.5
2011,"CMCC_CM",16.5880241394,8.5
2012,"CMCC_CM",17.29231643677,8.5
2013,"CMCC_CM",16.33224868774,8.5
2014,"CMCC_CM",17.04449272156,8.5
2015,"CMCC_CM",17.83397865295,8.5
2016,"CMCC_CM",17.07370948792,8.5
2017,"CMCC_CM",16.65851593018,8.5
2018,"CMCC_CM",15.76210594177,8.5
2019,"CMCC_CM",16.70366668701,8.5
2020,"CMCC_CM",16.49455451965,8.5
2021,"CMCC_CM",16.9065284729,8.5
2022,"CMCC_CM",17.39771461487,8.5
2023,"CMCC_CM",17.41021728516,8.5
2024,"CMCC_CM",16.24166107178,8.5
2025,"CMCC_CM",16.72233772278,8.5
2026,"CMCC_CM",16.47752952576,8.5
2027,"CMCC_CM",17.10355758667,8.5
2028,"CMCC_CM",16.87334251404,8.5
2029,"CMCC_CM",17.18103218079,8.5
2030,"CMCC_CM",16.87820625305,8.5
2031,"CMCC_CM",16.82190704346,8.5
2032,"CMCC_CM",17.17416191101,8.5
2033,"CMCC_CM",17.24162483215,8.5
2034,"CMCC_CM",16.83100318909,8.5
2035,"CMCC_CM",17.01284217834,8.5
2036,"CMCC_CM",16.91156768799,8.5
2037,"CMCC_CM",16.8509979248,8.5
2038,"CMCC_CM",17.33067321777,8.5
2039,"CMCC_CM",18.07077407837,8.5
2040,"CMCC_CM",17.65431213379,8.5
2041,"CMCC_CM",17.02521896362,8.5
2042,"CMCC_CM",17.70808601379,8.5
2043,"CMCC_CM",17.43176078796,8.5
2044,"CMCC_CM",17.28130340576,8.5
2045,"CMCC_CM",17.68814849854,8.5
2046,"CMCC_CM",17.23628616333,8.5
2047,"CMCC_CM",17.86810493469,8.5
2048,"CMCC_CM",18.2866153717,8.5
2049,"CMCC_CM",18.35501289368,8.5
2050,"CMCC_CM",18.12738990784,8.5
2051,"CMCC_CM",17.50106620789,8.5
2052,"CMCC_CM",17.74598503113,8.5
2053,"CMCC_CM",17.83784294128,8.5
2054,"CMCC_CM",17.83952331543,8.5
2055,"CMCC_CM",17.32162094116,8.5
2056,"CMCC_CM",18.02169036865,8.5
2057,"CMCC_CM",18.39002609253,8.5
2058,"CMCC_CM",18.1750164032,8.5
2059,"CMCC_CM",18.16999816895,8.5
2060,"CMCC_CM",18.13613319397,8.5
2061,"CMCC_CM",18.76734733582,8.5
2062,"CMCC_CM",18.85465431213,8.5
2063,"CMCC_CM",19.1035900116,8.5
2064,"CMCC_CM",18.35094642639,8.5
2065,"CMCC_CM",18.33185005188,8.5
2066,"CMCC_CM",18.46966743469,8.5
2067,"CMCC_CM",18.29576683044,8.5
2068,"CMCC_CM",18.56739807129,8.5
2069,"CMCC_CM",19.43036460876,8.5
2070,"CMCC_CM",19.27678871155,8.5
2071,"CMCC_CM",18.81788444519,8.5
2072,"CMCC_CM",18.68605041504,8.5
2073,"CMCC_CM",18.44608306885,8.5
2074,"CMCC_CM",18.99696731567,8.5
2075,"CMCC_CM",19.1014175415,8.5
2076,"CMCC_CM",18.79044151306,8.5
2077,"CMCC_CM",19.21321487427,8.5
2078,"CMCC_CM",20.0415802002,8.5
2079,"CMCC_CM",19.44568252563,8.5
2080,"CMCC_CM",19.60965538025,8.5
2081,"CMCC_CM",19.35436630249,8.5
2082,"CMCC_CM",19.55169868469,8.5
2083,"CMCC_CM",18.34355545044,8.5
2084,"CMCC_CM",19.49271392822,8.5
2085,"CMCC_CM",19.20532035828,8.5
2086,"CMCC_CM",19.88035392761,8.5
2087,"CMCC_CM",19.87949562073,8.5
2088,"CMCC_CM",19.71312522888,8.5
2089,"CMCC_CM",19.29175186157,8.5
2090,"CMCC_CM",19.20806503296,8.5
2091,"CMCC_CM",19.93522071838,8.5
2092,"CMCC_CM",20.16513252258,8.5
2093,"CMCC_CM",20.38561058044,8.5
2094,"CMCC_CM",20.41091156006,8.5
2095,"CMCC_CM",20.47115707397,8.5
2096,"CMCC_CM",20.7264175415,8.5
2097,"CMCC_CM",20.15582084656,8.5
2098,"CMCC_CM",19.87456512451,8.5
2099,"CMCC_CM",20.32843780518,8.5
1901,"CNRM_CM5",12.86860084534,8.5
1902,"CNRM_CM5",14.17577648163,8.5
1903,"CNRM_CM5",13.38273143768,8.5
1904,"CNRM_CM5",13.84311485291,8.5
1905,"CNRM_CM5",14.35774326324,8.5
1906,"CNRM_CM5",14.17447471619,8.5
1907,"CNRM_CM5",13.63135528564,8.5
1908,"CNRM_CM5",13.99708938599,8.5
1909,"CNRM_CM5",14.10740661621,8.5
1910,"CNRM_CM5",13.91177463531,8.5
1911,"CNRM_CM5",13.81057357788,8.5
1912,"CNRM_CM5",13.5267457962,8.5
1913,"CNRM_CM5",13.86814498901,8.5
1914,"CNRM_CM5",13.01330375671,8.5
1915,"CNRM_CM5",12.78026485443,8.5
1916,"CNRM_CM5",12.55225276947,8.5
1917,"CNRM_CM5",12.28437900543,8.5
1918,"CNRM_CM5",13.37742042542,8.5
1919,"CNRM_CM5",13.67362594604,8.5
1920,"CNRM_CM5",12.61748123169,8.5
1921,"CNRM_CM5",13.34155368805,8.5
1922,"CNRM_CM5",13.52272033691,8.5
1923,"CNRM_CM5",13.49198150635,8.5
1924,"CNRM_CM5",13.76182174683,8.5
1925,"CNRM_CM5",12.61574268341,8.5
1926,"CNRM_CM5",14.70398902893,8.5
1927,"CNRM_CM5",13.505859375,8.5
1928,"CNRM_CM5",13.68535423279,8.5
1929,"CNRM_CM5",12.45597362518,8.5
1930,"CNRM_CM5",13.09553146362,8.5
1931,"CNRM_CM5",13.4562959671,8.5
1932,"CNRM_CM5",13.32873439789,8.5
1933,"CNRM_CM5",13.7234249115,8.5
1934,"CNRM_CM5",13.92128753662,8.5
1935,"CNRM_CM5",13.8421459198,8.5
1936,"CNRM_CM5",13.50361824036,8.5
1937,"CNRM_CM5",13.70559120178,8.5
1938,"CNRM_CM5",14.21361255646,8.5
1939,"CNRM_CM5",13.47237110138,8.5
1940,"CNRM_CM5",13.84616661072,8.5
1941,"CNRM_CM5",13.52638721466,8.5
1942,"CNRM_CM5",13.58792304993,8.5
1943,"CNRM_CM5",13.68266010284,8.5
1944,"CNRM_CM5",13.91636180878,8.5
1945,"CNRM_CM5",13.76569652557,8.5
1946,"CNRM_CM5",13.4821138382,8.5
1947,"CNRM_CM5",14.06387424469,8.5
1948,"CNRM_CM5",13.91787433624,8.5
1949,"CNRM_CM5",14.44531822205,8.5
1950,"CNRM_CM5",12.92421150208,8.5
1951,"CNRM_CM5",13.39806747437,8.5
1952,"CNRM_CM5",13.09345817566,8.5
1953,"CNRM_CM5",14.20130825043,8.5
1954,"CNRM_CM5",13.35165691376,8.5
1955,"CNRM_CM5",13.70018672943,8.5
1956,"CNRM_CM5",13.09248638153,8.5
1957,"CNRM_CM5",12.84069633484,8.5
1958,"CNRM_CM5",13.82126808167,8.5
1959,"CNRM_CM5",13.90043544769,8.5
1960,"CNRM_CM5",14.15280914307,8.5
1961,"CNRM_CM5",14.37013244629,8.5
1962,"CNRM_CM5",14.23374938965,8.5
1963,"CNRM_CM5",13.80348968506,8.5
1964,"CNRM_CM5",13.60814857483,8.5
1965,"CNRM_CM5",12.9585943222,8.5
1966,"CNRM_CM5",14.31286811829,8.5
1967,"CNRM_CM5",13.47718238831,8.5
1968,"CNRM_CM5",12.74109840393,8.5
1969,"CNRM_CM5",11.81235313416,8.5
1970,"CNRM_CM5",12.73762989044,8.5
1971,"CNRM_CM5",12.98867797852,8.5
1972,"CNRM_CM5",14.21415996552,8.5
1973,"CNRM_CM5",13.36342430115,8.5
1974,"CNRM_CM5",13.50059604645,8.5
1975,"CNRM_CM5",13.68190097809,8.5
1976,"CNRM_CM5",12.22783470154,8.5
1977,"CNRM_CM5",12.89941215515,8.5
1978,"CNRM_CM5",13.75648117065,8.5
1979,"CNRM_CM5",12.23270893097,8.5
1980,"CNRM_CM5",13.22620582581,8.5
1981,"CNRM_CM5",15.31310939789,8.5
1982,"CNRM_CM5",14.99609279633,8.5
1983,"CNRM_CM5",13.52388954163,8.5
1984,"CNRM_CM5",13.92484474182,8.5
1985,"CNRM_CM5",14.16320228577,8.5
1986,"CNRM_CM5",12.88048458099,8.5
1987,"CNRM_CM5",13.51637268066,8.5
1988,"CNRM_CM5",13.87970161438,8.5
1989,"CNRM_CM5",14.15114688873,8.5
1990,"CNRM_CM5",13.63691997528,8.5
1991,"CNRM_CM5",12.50977325439,8.5
1992,"CNRM_CM5",13.80262851715,8.5
1993,"CNRM_CM5",13.39990520477,8.5
1994,"CNRM_CM5",14.67023277283,8.5
1995,"CNRM_CM5",13.95145893097,8.5
1996,"CNRM_CM5",15.13298034668,8.5
1997,"CNRM_CM5",13.75878715515,8.5
1998,"CNRM_CM5",14.22108840942,8.5
1999,"CNRM_CM5",14.35398864746,8.5
2000,"CNRM_CM5",14.79789829254,8.5
2001,"CNRM_CM5",15.08333492279,8.5
2002,"CNRM_CM5",14.40787696838,8.5
2003,"CNRM_CM5",14.96825695038,8.5
2004,"CNRM_CM5",14.25774383545,8.5
2005,"CNRM_CM5",14.57922935486,8.5
2006,"CNRM_CM5",14.44599628448,8.5
2007,"CNRM_CM5",14.65694141388,8.5
2008,"CNRM_CM5",15.76952075958,8.5
2009,"CNRM_CM5",14.89302635193,8.5
2010,"CNRM_CM5",13.65883541107,8.5
2011,"CNRM_CM5",14.20445728302,8.5
2012,"CNRM_CM5",14.91460323334,8.5
2013,"CNRM_CM5",14.95360851288,8.5
2014,"CNRM_CM5",14.78930187225,8.5
2015,"CNRM_CM5",14.29759120941,8.5
2016,"CNRM_CM5",12.98064422607,8.5
2017,"CNRM_CM5",13.53301811218,8.5
2018,"CNRM_CM5",14.34742546082,8.5
2019,"CNRM_CM5",14.30308628082,8.5
2020,"CNRM_CM5",14.9582118988,8.5
2021,"CNRM_CM5",14.22818470001,8.5
2022,"CNRM_CM5",13.96651363373,8.5
2023,"CNRM_CM5",15.63511371613,8.5
2024,"CNRM_CM5",14.46263217926,8.5
2025,"CNRM_CM5",14.16068840027,8.5
2026,"CNRM_CM5",14.92150878906,8.5
2027,"CNRM_CM5",13.80968093872,8.5
2028,"CNRM_CM5",15.12602138519,8.5
2029,"CNRM_CM5",14.44641399384,8.5
2030,"CNRM_CM5",15.3558139801,8.5
2031,"CNRM_CM5",15.10303115845,8.5
2032,"CNRM_CM5",14.84522724152,8.5
2033,"CNRM_CM5",14.65100574493,8.5
2034,"CNRM_CM5",15.19528388977,8.5
2035,"CNRM_CM5",14.95802688599,8.5
2036,"CNRM_CM5",14.49387359619,8.5
2037,"CNRM_CM5",14.55041122437,8.5
2038,"CNRM_CM5",14.79820537567,8.5
2039,"CNRM_CM5",14.66213417053,8.5
2040,"CNRM_CM5",15.76420307159,8.5
2041,"CNRM_CM5",15.17702674866,8.5
2042,"CNRM_CM5",16.07495880127,8.5
2043,"CNRM_CM5",15.66439437866,8.5
2044,"CNRM_CM5",15.68100643158,8.5
2045,"CNRM_CM5",15.11495685577,8.5
2046,"CNRM_CM5",15.8285446167,8.5
2047,"CNRM_CM5",15.24252033234,8.5
2048,"CNRM_CM5",15.9195690155,8.5
2049,"CNRM_CM5",15.75350189209,8.5
2050,"CNRM_CM5",15.17271518707,8.5
2051,"CNRM_CM5",16.18904495239,8.5
2052,"CNRM_CM5",15.24886608124,8.5
2053,"CNRM_CM5",15.39200210571,8.5
2054,"CNRM_CM5",15.93491840363,8.5
2055,"CNRM_CM5",15.87987041473,8.5
2056,"CNRM_CM5",16.29792785645,8.5
2057,"CNRM_CM5",14.93701457977,8.5
2058,"CNRM_CM5",16.20895576477,8.5
2059,"CNRM_CM5",15.62860870361,8.5
2060,"CNRM_CM5",16.56470489502,8.5
2061,"CNRM_CM5",16.0482711792,8.5
2062,"CNRM_CM5",16.48927497864,8.5
2063,"CNRM_CM5",16.1379776001,8.5
2064,"CNRM_CM5",16.57120895386,8.5
2065,"CNRM_CM5",16.42781829834,8.5
2066,"CNRM_CM5",14.94863605499,8.5
2067,"CNRM_CM5",14.76026725769,8.5
2068,"CNRM_CM5",16.76859283447,8.5
2069,"CNRM_CM5",16.00277900696,8.5
2070,"CNRM_CM5",16.37459754944,8.5
2071,"CNRM_CM5",17.23160362244,8.5
2072,"CNRM_CM5",16.12316513062,8.5
2073,"CNRM_CM5",16.45424842834,8.5
2074,"CNRM_CM5",16.17622947693,8.5
2075,"CNRM_CM5",16.06358337402,8.5
2076,"CNRM_CM5",16.72656059265,8.5
2077,"CNRM_CM5",16.47554397583,8.5
2078,"CNRM_CM5",17.62205886841,8.5
2079,"CNRM_CM5",16.54597091675,8.5
2080,"CNRM_CM5",17.37822341919,8.5
2081,"CNRM_CM5",16.95761871338,8.5
2082,"CNRM_CM5",17.05006790161,8.5
2083,"CNRM_CM5",16.27246856689,8.5
2084,"CNRM_CM5",16.21684646606,8.5
2085,"CNRM_CM5",17.15467834473,8.5
2086,"CNRM_CM5",16.27047729492,8.5
2087,"CNRM_CM5",16.54000091553,8.5
2088,"CNRM_CM5",17.80119895935,8.5
2089,"CNRM_CM5",16.54893493652,8.5
2090,"CNRM_CM5",17.01327705383,8.5
2091,"CNRM_CM5",16.77752685547,8.5
2092,"CNRM_CM5",17.72343635559,8.5
2093,"CNRM_CM5",16.84037590027,8.5
2094,"CNRM_CM5",17.72718048096,8.5
2095,"CNRM_CM5",17.1518497467,8.5
2096,"CNRM_CM5",17.13083648682,8.5
2097,"CNRM_CM5",16.74757766724,8.5
2098,"CNRM_CM5",17.81248474121,8.5
2099,"CNRM_CM5",17.64711952209,8.5
1901,"CSIRO_MK3_6_0",14.03310203552,8.5
1902,"CSIRO_MK3_6_0",14.42711830139,8.5
1903,"CSIRO_MK3_6_0",14.22905731201,8.5
1904,"CSIRO_MK3_6_0",14.30519485474,8.5
1905,"CSIRO_MK3_6_0",13.72765636444,8.5
1906,"CSIRO_MK3_6_0",14.701836586,8.5
1907,"CSIRO_MK3_6_0",14.13273906708,8.5
1908,"CSIRO_MK3_6_0",14.01519966125,8.5
1909,"CSIRO_MK3_6_0",13.89836883545,8.5
1910,"CSIRO_MK3_6_0",14.12817764282,8.5
1911,"CSIRO_MK3_6_0",14.39288902283,8.5
1912,"CSIRO_MK3_6_0",14.60467243195,8.5
1913,"CSIRO_MK3_6_0",14.13543701172,8.5
1914,"CSIRO_MK3_6_0",14.41876029968,8.5
1915,"CSIRO_MK3_6_0",14.49250888824,8.5
1916,"CSIRO_MK3_6_0",14.32640075684,8.5
1917,"CSIRO_MK3_6_0",14.87860488892,8.5
1918,"CSIRO_MK3_6_0",14.75798988342,8.5
1919,"CSIRO_MK3_6_0",14.66143798828,8.5
1920,"CSIRO_MK3_6_0",13.3695640564,8.5
1921,"CSIRO_MK3_6_0",13.30043411255,8.5
1922,"CSIRO_MK3_6_0",14.93054103851,8.5
1923,"CSIRO_MK3_6_0",15.11584758759,8.5
1924,"CSIRO_MK3_6_0",14.68974399567,8.5
1925,"CSIRO_MK3_6_0",14.2268037796,8.5
1926,"CSIRO_MK3_6_0",14.77359962463,8.5
1927,"CSIRO_MK3_6_0",14.73497486115,8.5
1928,"CSIRO_MK3_6_0",13.73900985718,8.5
1929,"CSIRO_MK3_6_0",13.86795425415,8.5
1930,"CSIRO_MK3_6_0",14.10783863068,8.5
1931,"CSIRO_MK3_6_0",13.84485721588,8.5
1932,"CSIRO_MK3_6_0",14.66115760803,8.5
1933,"CSIRO_MK3_6_0",14.21552658081,8.5
1934,"CSIRO_MK3_6_0",14.32382392883,8.5
1935,"CSIRO_MK3_6_0",14.3442325592,8.5
1936,"CSIRO_MK3_6_0",14.68838882446,8.5
1937,"CSIRO_MK3_6_0",13.75322151184,8.5
1938,"CSIRO_MK3_6_0",14.13194942474,8.5
1939,"CSIRO_MK3_6_0",14.46690177917,8.5
1940,"CSIRO_MK3_6_0",13.98159122467,8.5
1941,"CSIRO_MK3_6_0",14.74046611786,8.5
1942,"CSIRO_MK3_6_0",14.22215747833,8.5
1943,"CSIRO_MK3_6_0",14.73620414734,8.5
1944,"CSIRO_MK3_6_0",14.21081161499,8.5
1945,"CSIRO_MK3_6_0",15.05724143982,8.5
1946,"CSIRO_MK3_6_0",14.36862564087,8.5
1947,"CSIRO_MK3_6_0",14.52885627747,8.5
1948,"CSIRO_MK3_6_0",14.73810768127,8.5
1949,"CSIRO_MK3_6_0",14.82815551758,8.5
1950,"CSIRO_MK3_6_0",14.80601501465,8.5
1951,"CSIRO_MK3_6_0",14.49281311035,8.5
1952,"CSIRO_MK3_6_0",13.6692199707,8.5
1953,"CSIRO_MK3_6_0",14.48917293549,8.5
1954,"CSIRO_MK3_6_0",14.5765953064,8.5
1955,"CSIRO_MK3_6_0",13.63302516937,8.5
1956,"CSIRO_MK3_6_0",14.55507850647,8.5
1957,"CSIRO_MK3_6_0",14.46110916138,8.5
1958,"CSIRO_MK3_6_0",13.95806121826,8.5
1959,"CSIRO_MK3_6_0",14.26909732819,8.5
1960,"CSIRO_MK3_6_0",14.50329017639,8.5
1961,"CSIRO_MK3_6_0",13.98525810242,8.5
1962,"CSIRO_MK3_6_0",13.90741348267,8.5
1963,"CSIRO_MK3_6_0",15.05650901794,8.5
1964,"CSIRO_MK3_6_0",14.28324317932,8.5
1965,"CSIRO_MK3_6_0",13.62904262543,8.5
1966,"CSIRO_MK3_6_0",14.19176197052,8.5
1967,"CSIRO_MK3_6_0",13.94528102875,8.5
1968,"CSIRO_MK3_6_0",14.72315979004,8.5
1969,"CSIRO_MK3_6_0",14.54965305328,8.5
1970,"CSIRO_MK3_6_0",14.31658172607,8.5
1971,"CSIRO_MK3_6_0",13.9656496048,8.5
1972,"CSIRO_MK3_6_0",13.97821903229,8.5
1973,"CSIRO_MK3_6_0",14.28318405151,8.5
1974,"CSIRO_MK3_6_0",13.07433223724,8.5
1975,"CSIRO_MK3_6_0",13.97619533539,8.5
1976,"CSIRO_MK3_6_0",14.52469158173,8.5
1977,"CSIRO_MK3_6_0",14.1244020462,8.5
1978,"CSIRO_MK3_6_0",14.68500995636,8.5
1979,"CSIRO_MK3_6_0",14.28839015961,8.5
1980,"CSIRO_MK3_6_0",14.13537216187,8.5
1981,"CSIRO_MK3_6_0",14.17579555511,8.5
1982,"CSIRO_MK3_6_0",14.37525177002,8.5
1983,"CSIRO_MK3_6_0",14.24881076813,8.5
1984,"CSIRO_MK3_6_0",14.49970912933,8.5
1985,"CSIRO_MK3_6_0",14.03874969482,8.5
1986,"CSIRO_MK3_6_0",14.23763370514,8.5
1987,"CSIRO_MK3_6_0",14.16023349762,8.5
1988,"CSIRO_MK3_6_0",13.84854888916,8.5
1989,"CSIRO_MK3_6_0",14.90021038055,8.5
1990,"CSIRO_MK3_6_0",14.51742935181,8.5
1991,"CSIRO_MK3_6_0",14.76327896118,8.5
1992,"CSIRO_MK3_6_0",14.20767688751,8.5
1993,"CSIRO_MK3_6_0",13.88502597809,8.5
1994,"CSIRO_MK3_6_0",13.99485492706,8.5
1995,"CSIRO_MK3_6_0",14.99889373779,8.5
1996,"CSIRO_MK3_6_0",14.54739665985,8.5
