"YEAR","T","DOWN_T","TANOM","TANOM_STD","STOCKAREA","SSBMT","REC000S","SSBRF0","STOCK","SOURCE"
2012,17.54384803772,10.7081873847207,1.174898147585,9.53328923713569,"GOM",4066,2107,19.72,"GBCOD","2015CodUpdateAssessment"
2012,17.54384803772,10.7081873847207,1.174898147585,9.53328923713569,"GOM",3524,1681.62,NA,"GOMCOD","2019NEFSC"
2012,17.54384803772,10.7081873847207,1.174898147585,9.53328923713569,"GOM",187597,46442.8,NA,"GBPOL","2017GroundfishOperationalAssessment"
2012,17.54384803772,6.74702756881213,1.174898147585,5.57212942122713,"GB",41227,41319,4.5,"GBHAD","2017HaddockUpdateAssessment"
2012,17.54384803772,6.74702756881213,1.174898147585,5.57212942122713,"GB",4066,2107,19.72,"GBCOD","2015CodUpdateAssessment"
2012,17.54384803772,6.74702756881213,1.174898147585,5.57212942122713,"GB",3524,1681.62,NA,"GOMCOD","2019NEFSC"
2012,17.54384803772,6.74702756881213,1.174898147585,5.57212942122713,"GB",187597,46442.8,NA,"GBPOL","2017GroundfishOperationalAssessment"
2013,17.49266624451,6.69584577560213,1.123716354375,5.57212942122713,"GB",107671,23598,4.5,"GBHAD","2017HaddockUpdateAssessment"
2013,17.49266624451,6.69584577560213,1.123716354375,5.57212942122713,"GB",5202,929,19.72,"GBCOD","2015CodUpdateAssessment"
2013,17.49266624451,6.69584577560213,1.123716354375,5.57212942122713,"GB",184690,103664,NA,"GBPOL","2017GroundfishOperationalAssessment"
2013,17.49266624451,6.69584577560213,1.123716354375,5.57212942122713,"GB",1874,787.682,NA,"GOMCOD","2019NEFSC"
2013,17.49266624451,10.6570055915107,1.123716354375,9.53328923713569,"GOM",107671,23598,4.5,"GBHAD","2017HaddockUpdateAssessment"
2013,17.49266624451,10.6570055915107,1.123716354375,9.53328923713569,"GOM",5202,929,19.72,"GBCOD","2015CodUpdateAssessment"
2013,17.49266624451,10.6570055915107,1.123716354375,9.53328923713569,"GOM",184690,103664,NA,"GBPOL","2017GroundfishOperationalAssessment"
2013,17.49266624451,10.6570055915107,1.123716354375,9.53328923713569,"GOM",1874,787.682,NA,"GOMCOD","2019NEFSC"
2014,17.53902244568,6.74220197677213,1.170072555545,5.57212942122713,"GB",6180,1151,19.72,"GBCOD","2015CodUpdateAssessment"
2014,17.53902244568,6.74220197677213,1.170072555545,5.57212942122713,"GB",150185,1839273,4.5,"GBHAD","2017HaddockUpdateAssessment"
2014,17.53902244568,6.74220197677213,1.170072555545,5.57212942122713,"GB",181430,43328,NA,"GBPOL","2017GroundfishOperationalAssessment"
2014,17.53902244568,6.74220197677213,1.170072555545,5.57212942122713,"GB",1263,2701.79,NA,"GOMCOD","2019NEFSC"
2014,17.53902244568,10.7033617926807,1.170072555545,9.53328923713569,"GOM",6180,1151,19.72,"GBCOD","2015CodUpdateAssessment"
2014,17.53902244568,10.7033617926807,1.170072555545,9.53328923713569,"GOM",150185,1839273,4.5,"GBHAD","2017HaddockUpdateAssessment"
2014,17.53902244568,10.7033617926807,1.170072555545,9.53328923713569,"GOM",181430,43328,NA,"GBPOL","2017GroundfishOperationalAssessment"
2014,17.53902244568,10.7033617926807,1.170072555545,9.53328923713569,"GOM",1263,2701.79,NA,"GOMCOD","2019NEFSC"
2015,17.42595672607,10.5902960730707,1.057006835935,9.53328923713569,"GOM",212734,48629,4.5,"GBHAD","2017HaddockUpdateAssessment"
2015,17.42595672607,10.5902960730707,1.057006835935,9.53328923713569,"GOM",206701,20064.7,NA,"GBPOL","2017GroundfishOperationalAssessment"
2015,17.42595672607,10.5902960730707,1.057006835935,9.53328923713569,"GOM",1439,1184.44,NA,"GOMCOD","2019NEFSC"
2015,17.42595672607,6.62913625716213,1.057006835935,5.57212942122713,"GB",212734,48629,4.5,"GBHAD","2017HaddockUpdateAssessment"
2015,17.42595672607,6.62913625716213,1.057006835935,5.57212942122713,"GB",206701,20064.7,NA,"GBPOL","2017GroundfishOperationalAssessment"
2015,17.42595672607,6.62913625716213,1.057006835935,5.57212942122713,"GB",1439,1184.44,NA,"GOMCOD","2019NEFSC"
2016,17.29508972168,6.49826925277213,0.926139831545001,5.57212942122713,"GB",226371,NA,NA,"GBPOL","2017GroundfishOperationalAssessment"
2016,17.29508972168,6.49826925277213,0.926139831545001,5.57212942122713,"GB",549938,88436,4.5,"GBHAD","2017HaddockUpdateAssessment"
2016,17.29508972168,6.49826925277213,0.926139831545001,5.57212942122713,"GB",2258,757.999,NA,"GOMCOD","2019NEFSC"
2016,17.29508972168,10.4594290686807,0.926139831545001,9.53328923713569,"GOM",226371,NA,NA,"GBPOL","2017GroundfishOperationalAssessment"
2016,17.29508972168,10.4594290686807,0.926139831545001,9.53328923713569,"GOM",549938,88436,4.5,"GBHAD","2017HaddockUpdateAssessment"
2016,17.29508972168,10.4594290686807,0.926139831545001,9.53328923713569,"GOM",2258,757.999,NA,"GOMCOD","2019NEFSC"
2017,17.7542552948,6.95743482589213,1.385305404665,5.57212942122713,"GB",3051,1845.3,NA,"GOMCOD","2019NEFSC"
2017,17.7542552948,10.9185946418007,1.385305404665,9.53328923713569,"GOM",3051,1845.3,NA,"GOMCOD","2019NEFSC"
2018,17.87344551086,11.0377848578607,1.504495620725,9.53328923713569,"GOM",3752,2767.18,NA,"GOMCOD","2019NEFSC"
2018,17.87344551086,7.07662504195213,1.504495620725,5.57212942122713,"GB",3752,2767.18,NA,"GOMCOD","2019NEFSC"
