"","Time","Year","Month","Day","Season","ClimScenario","Lat_COG_10thPercentile","Lat_COG_Mean","Lat_COG_90thPercentile"
"57",2003-10-16,"2003","10","16","Fall","SSP5_85",4730.42176169888,4737.90395882969,4746.00024339107
"58",2004-03-16,"2004","03","16","Spring","SSP5_85",4645.40223695539,4654.93177256005,4661.55266428099
"59",2004-07-16,"2004","07","16","Summer","SSP5_85",4743.50977177788,4752.23056197214,4760.28028314356
"60",2004-10-16,"2004","10","16","Fall","SSP5_85",4738.04938140501,4745.18543660638,4751.61973035577
"61",2005-03-16,"2005","03","16","Spring","SSP5_85",4647.61106400729,4655.37855544812,4661.95898921689
"62",2005-07-16,"2005","07","16","Summer","SSP5_85",4748.44823809717,4755.92821601142,4762.60517386616
"63",2005-10-16,"2005","10","16","Fall","SSP5_85",4732.34037844491,4739.72795968792,4746.69139780197
"64",2006-03-16,"2006","03","16","Spring","SSP5_85",4647.19045969317,4652.0937771575,4659.07869002148
"65",2006-07-16,"2006","07","16","Summer","SSP5_85",4749.87531949181,4757.96354138035,4766.20214565355
"66",2006-10-16,"2006","10","16","Fall","SSP5_85",4741.11627940147,4748.01060007835,4756.11095527375
"67",2007-03-16,"2007","03","16","Spring","SSP5_85",4641.79611969154,4648.2115800597,4656.73117457764
"68",2007-07-16,"2007","07","16","Summer","SSP5_85",4748.58316735876,4756.66309508419,4762.91122585056
"69",2007-10-16,"2007","10","16","Fall","SSP5_85",4742.8841965434,4749.93607444508,4757.07667140628
"70",2008-03-16,"2008","03","16","Spring","SSP5_85",4647.37280245093,4654.66243970067,4660.78661016338
"71",2008-07-16,"2008","07","16","Summer","SSP5_85",4749.32435465647,4758.29953091271,4765.26592668749
"72",2008-10-16,"2008","10","16","Fall","SSP5_85",4742.27640828485,4749.27228042243,4757.09627756835
"73",2009-03-16,"2009","03","16","Spring","SSP5_85",4648.91166719226,4654.83427187826,4663.34090848514
"74",2009-07-16,"2009","07","16","Summer","SSP5_85",4749.76045458157,4760.03540483973,4767.18827156476
"75",2009-10-16,"2009","10","16","Fall","SSP5_85",4742.10597722097,4748.36997891943,4755.46476642746
"76",2010-03-16,"2010","03","16","Spring","SSP5_85",4648.48419962861,4655.73500737612,4661.13370217493
"77",2010-07-16,"2010","07","16","Summer","SSP5_85",4749.72563420765,4756.64716675976,4764.83916264084
"78",2010-10-16,"2010","10","16","Fall","SSP5_85",4737.995155371,4743.92797292716,4750.99679198184
"79",2011-03-16,"2011","03","16","Spring","SSP5_85",4641.89259615501,4647.45630829153,4653.94679519004
"80",2011-07-16,"2011","07","16","Summer","SSP5_85",4748.22075435822,4755.59204453338,4762.57928548948
"81",2011-10-16,"2011","10","16","Fall","SSP5_85",4739.68757593582,4746.30012623483,4754.10771936565
"82",2012-03-16,"2012","03","16","Spring","SSP5_85",4648.03649198847,4657.02900077966,4664.94451161679
"83",2012-07-16,"2012","07","16","Summer","SSP5_85",4750.11238983648,4756.17835828067,4762.88756187884
"84",2012-10-16,"2012","10","16","Fall","SSP5_85",4740.78716245645,4747.6861078355,4755.26528572655
"85",2013-03-16,"2013","03","16","Spring","SSP5_85",4654.9856433884,4662.8480479812,4670.28406145974
"86",2013-07-16,"2013","07","16","Summer","SSP5_85",4749.61036651752,4756.73664922507,4763.32671770838
"87",2013-10-16,"2013","10","16","Fall","SSP5_85",4729.16631006808,4736.71234093737,4743.78064196373
"88",2014-03-16,"2014","03","16","Spring","SSP5_85",4650.10150817592,4656.13523023014,4662.69477024691
"89",2014-07-16,"2014","07","16","Summer","SSP5_85",4751.64313977998,4759.10103146242,4766.82910247556
"90",2014-10-16,"2014","10","16","Fall","SSP5_85",4739.94531574034,4746.36216496861,4754.71567282798
"91",2015-03-16,"2015","03","16","Spring","SSP5_85",4652.76817721056,4660.22985164622,4666.95921480039
"92",2015-07-16,"2015","07","16","Summer","SSP5_85",4751.92059788127,4759.65522521808,4766.4054909899
"93",2015-10-16,"2015","10","16","Fall","SSP5_85",4744.21372415148,4751.5740292905,4759.5609788551
"94",2016-03-16,"2016","03","16","Spring","SSP5_85",4651.30917768395,4658.58362952453,4666.0522957368
"95",2016-07-16,"2016","07","16","Summer","SSP5_85",4752.67978337003,4760.79877535694,4768.23669350235
"96",2016-10-16,"2016","10","16","Fall","SSP5_85",4740.4221563162,4748.09471976942,4756.03651592362
"97",2017-03-16,"2017","03","16","Spring","SSP5_85",4640.7299991557,4659.27441526845,4678.67996632649
"98",2017-07-16,"2017","07","16","Summer","SSP5_85",4743.11312629888,4763.07872535567,4777.25122188026
"99",2017-10-16,"2017","10","16","Fall","SSP5_85",4728.63850176025,4747.03941536882,4766.83185137024
"100",2018-03-16,"2018","03","16","Spring","SSP5_85",4625.52118415027,4659.59239484045,4689.27823667766
"101",2018-07-16,"2018","07","16","Summer","SSP5_85",4731.7369178851,4762.35437802398,4785.71917370659
"102",2018-10-16,"2018","10","16","Fall","SSP5_85",4718.66135956313,4746.75012074793,4777.01706735031
"103",2019-03-16,"2019","03","16","Spring","SSP5_85",4613.44121721266,4658.54769496473,4699.845936892
"104",2019-07-16,"2019","07","16","Summer","SSP5_85",4723.42089349378,4762.84823681496,4795.37074727443
"105",2019-10-16,"2019","10","16","Fall","SSP5_85",4709.15998605644,4746.50342008483,4785.92409937376
"106",2020-03-16,"2020","03","16","Spring","SSP5_85",4599.83069815791,4656.76383504484,4710.53857212369
"107",2020-07-16,"2020","07","16","Summer","SSP5_85",4710.6368000097,4761.9728427571,4805.53334685321
"108",2020-10-16,"2020","10","16","Fall","SSP5_85",4699.01590971162,4743.64286146734,4794.60418761895
"109",2021-03-16,"2021","03","16","Spring","SSP5_85",4589.24012309967,4656.93806656872,4722.69970891273
"110",2021-07-16,"2021","07","16","Summer","SSP5_85",4698.6163484206,4760.71666893086,4815.84055625822
"111",2021-10-16,"2021","10","16","Fall","SSP5_85",4690.7015624804,4744.03765117064,4804.83315273282
"112",2022-03-16,"2022","03","16","Spring","SSP5_85",4573.41140687524,4657.40743948548,4734.46892270622
"113",2022-07-16,"2022","07","16","Summer","SSP5_85",4688.59654233619,4758.95278907034,4827.66262475456
"114",2022-10-16,"2022","10","16","Fall","SSP5_85",4679.66507289482,4743.75058815409,4816.45636187712
