# ASAP VERSION 3.0
# Modified from GB haddock 2017 (VPA/ADAPT V 3.0)
#
# Number of Years
37
# First Year
1982
# Number of Ages
9
# Number of Fleets
1
# Number of Sensitivity Blocks
1
# Number of Available Survey Indices
1
# Natural Mortality
0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2
0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2
0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2
0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2
0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2
0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2
0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2
0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2
0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2
0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2
0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2
0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2
0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2
0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2
0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2
0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2
0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2
0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2
0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2
0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2
0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2
0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2
0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2
0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2
0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2
0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2
0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2
0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2
0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2
0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2
0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2
0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2
0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2
0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2
0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2
0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2
0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2        0.2
# Fecundity Option
0
# Fraction of year that elapses prior to SSB calculation (0=Jan-1)
0
# Maturity
0.09       0.32       0.70       0.92       0.98       1.00       1.00       1.00       1.00
0.09       0.32       0.70       0.92       0.98       1.00       1.00       1.00       1.00
0.09       0.32       0.70       0.92       0.98       1.00       1.00       1.00       1.00
0.09       0.32       0.70       0.92       0.98       1.00       1.00       1.00       1.00
0.09       0.32       0.70       0.92       0.98       1.00       1.00       1.00       1.00
0.09       0.32       0.70       0.92       0.98       1.00       1.00       1.00       1.00
0.09       0.32       0.70       0.92       0.98       1.00       1.00       1.00       1.00
0.09       0.32       0.70       0.92       0.98       1.00       1.00       1.00       1.00
0.09       0.32       0.70       0.92       0.98       1.00       1.00       1.00       1.00
0.09       0.32       0.70       0.92       0.98       1.00       1.00       1.00       1.00
0.09       0.32       0.70       0.92       0.98       1.00       1.00       1.00       1.00
0.09       0.32       0.70       0.92       0.98       1.00       1.00       1.00       1.00
0.09       0.32       0.70       0.92       0.98       1.00       1.00       1.00       1.00
0.09       0.32       0.70       0.92       0.98       1.00       1.00       1.00       1.00
0.09       0.32       0.70       0.92       0.98       1.00       1.00       1.00       1.00
0.09       0.32       0.70       0.92       0.98       1.00       1.00       1.00       1.00
0.09       0.32       0.70       0.92       0.98       1.00       1.00       1.00       1.00
0.09       0.32       0.70       0.92       0.98       1.00       1.00       1.00       1.00
0.09       0.32       0.70       0.92       0.98       1.00       1.00       1.00       1.00
0.09       0.32       0.70       0.92       0.98       1.00       1.00       1.00       1.00
0.09       0.32       0.70       0.92       0.98       1.00       1.00       1.00       1.00
0.09       0.32       0.70       0.92       0.98       1.00       1.00       1.00       1.00
0.09       0.32       0.70       0.92       0.98       1.00       1.00       1.00       1.00
0.09       0.32       0.70       0.92       0.98       1.00       1.00       1.00       1.00
0.09       0.32       0.70       0.92       0.98       1.00       1.00       1.00       1.00
0.09       0.32       0.70       0.92       0.98       1.00       1.00       1.00       1.00
0.09       0.32       0.70       0.92       0.98       1.00       1.00       1.00       1.00
0.09       0.32       0.70       0.92       0.98       1.00       1.00       1.00       1.00
0.09       0.32       0.70       0.92       0.98       1.00       1.00       1.00       1.00
0.09       0.32       0.70       0.92       0.98       1.00       1.00       1.00       1.00
0.09       0.32       0.70       0.92       0.98       1.00       1.00       1.00       1.00
0.09       0.32       0.70       0.92       0.98       1.00       1.00       1.00       1.00
0.09       0.32       0.70       0.92       0.98       1.00       1.00       1.00       1.00
0.09       0.32       0.70       0.92       0.98       1.00       1.00       1.00       1.00
0.09       0.32       0.70       0.92       0.98       1.00       1.00       1.00       1.00
0.09       0.32       0.70       0.92       0.98       1.00       1.00       1.00       1.00
0.09       0.32       0.70       0.92       0.98       1.00       1.00       1.00       1.00
# Number of Weights at Age Matrices
1
# Weight Matrix - 1
0.356           0.859           1.511           2.597           5.074           7.062           9.624           9.752           15.653
0.227           0.771           1.529           2.416           3.805           6.054           6.129           10.202          13.493
0.239           0.666           1.461           2.677           3.649           5.518           8.195           9.97            15.062
0.218           0.738           1.381           2.818           4.776           6.095           8.545           11.248          13.074
0.28            0.512           1.685           2.773           4.848           6.666           8.19            10.431          14.74
0.157           0.667           1.349           3.029           4.609           7.394           10.239          11.156          14.209
0.122           0.603           1.641           2.331           5.141           5.107           6.052           10.202          12.527
0.242           0.773           1.517           2.927           4.313           6.01            9.203           11.932          20.556
0.19            0.817           1.357           2.154           4.55            7.655           10.485          11.46           18.459
0.236           1.122           1.606           2.28            3.89            7.142           10.522          12.261          14.016
0.055           1.04            1.537           2.733           2.973           5.537           10.869          10.234          14.483
0.083           0.703           1.72            2.105           4.254           5.535           9.993           13.673          15.59
0.058           0.76            1.686           3.025           3.17            6.302           7.587           12.655          11.418
0.105           1.29            1.569           2.526           4.99            6.67            11.466          13.002          22.443
0.092           1.339           2.097           2.25            3.443           7.585           11.713          14.455          16.056
0.064           1.365           2.121           3               3.048           4.629           8.984           12.141          16.938
0.202           1.099           1.945           2.62            3.941           4.186           7.037           12.123          16.676
