"year","Temp_Anomaly","SSP","temp"
2011,0.554803833292683,"SSP370",8.40150697675
2012,1.33182301279268,"SSP370",9.17852615625
2013,0.983517269542682,"SSP370",8.830220413
2014,0.816739268959349,"SSP370",8.66344241241667
2015,0.908097903792683,"SSP370",8.75480104725
2016,1.42260268312602,"SSP370",9.26930582658333
2017,1.02937540012602,"SSP370",8.87607854358333
2018,0.954029221626017,"SSP370",8.80073236508333
2019,1.04502436654268,"SSP370",8.89172751
2020,2.00491320095935,"SSP370",9.85161634441667
2021,1.72792824562602,"SSP370",9.57463138908333
2022,0.72177280300838,"SSP370",8.5684759464657
2023,1.05102236450775,"SSP370",8.89772550796507
2024,1.07031908289192,"SSP370",8.91702222634924
2025,-0.133635248731179,"SSP370",7.71306789472614
2026,0.418350734199251,"SSP370",8.26505387765657
2027,0.698036484562292,"SSP370",8.54473962801961
2028,-0.0545320806819696,"SSP370",7.79217106277535
2029,0.139181899453741,"SSP370",7.98588504291106
2030,0.381482519295841,"SSP370",8.22818566275316
2031,-0.279698626129329,"SSP370",7.56700451732799
2032,0.119094134879611,"SSP370",7.96579727833693
2033,0.877761842322841,"SSP370",8.72446498578016
2034,1.13374429876706,"SSP370",8.98044744222438
2035,0.974518002063792,"SSP370",8.82122114552111
2036,0.58826893503567,"SSP370",8.43497207849299
2037,0.841284632704471,"SSP370",8.68798777616179
2038,0.27658917950493,"SSP370",8.12329232296225
2039,0.49888181807037,"SSP370",8.34558496152769
2040,0.608695308635891,"SSP370",8.45539845209321
2041,0.31284544869925,"SSP370",8.15954859215657
2042,1.03312494608872,"SSP370",8.87982808954604
2043,1.89518070726607,"SSP370",9.74188385072339
2044,1.54408098720561,"SSP370",9.39078413066293
2045,0.830315622505391,"SSP370",8.67701876596271
2046,0.830941332370801,"SSP370",8.67764447582812
2047,0.883865921267271,"SSP370",8.73056906472459
2048,1.08189533306891,"SSP370",8.92859847652623
2049,0.901550534814981,"SSP370",8.7482536782723
2050,0.90547560922053,"SSP370",8.75217875267785
2051,1.49912756868717,"SSP370",9.34583071214449
2052,2.34453027117272,"SSP370",10.19123341463
2053,1.01252423697322,"SSP370",8.85922738043054
2054,2.03599499562458,"SSP370",9.8826981390819
2055,1.32777631299782,"SSP370",9.17447945645514
2056,1.93240459145172,"SSP370",9.77910773490904
2057,2.1174174548893,"SSP370",9.96412059834662
2058,2.22371352639203,"SSP370",10.0704166698493
2059,2.01018659122928,"SSP370",9.8568897346866
2060,2.70913895022738,"SSP370",10.5558420936847
2061,2.52080162491803,"SSP370",10.3675047683753
2062,2.02245824916708,"SSP370",9.8691613926244
2063,1.82162784821444,"SSP370",9.66833099167176
2064,2.36252619289409,"SSP370",10.2092293363514
2065,3.07221814818208,"SSP370",10.9189212916394
2066,2.46229675025619,"SSP370",10.3089998937135
2067,2.63021746587255,"SSP370",10.4769206093299
2068,1.89540116004268,"SSP370",9.7421043035
2069,2.63817193776868,"SSP370",10.484875081226
2070,1.78059051468451,"SSP370",9.62729365814183
2071,2.88326915423268,"SSP370",10.72997229769
2072,2.73477176244898,"SSP370",10.5814749059063
2073,3.06048984292818,"SSP370",10.9071929863855
2074,3.65794218314308,"SSP370",11.5046453266004
2075,3.88480246202488,"SSP370",11.7315056054822
2076,2.63897680971878,"SSP370",10.4856799531761
2077,2.64676602984758,"SSP370",10.4934691733049
2078,2.57387054101967,"SSP370",10.420573684477
2079,3.46409747232508,"SSP370",11.3108006157824
2080,3.29080064032338,"SSP370",11.1375037837807
2081,3.19671881467608,"SSP370",11.0434219581334
2082,2.60189133551496,"SSP370",10.4485944789723
2083,3.34778240084598,"SSP370",11.1944855443033
2084,3.01164861467998,"SSP370",10.8583517581373
2085,2.31870441305657,"SSP370",10.1654075565139
2086,2.26555365229931,"SSP370",10.1122567957566
2087,2.56734786909505,"SSP370",10.4140510125524
2088,2.5650759922268,"SSP370",10.4117791356841
2089,3.01436613970608,"SSP370",10.8610692831634
2090,2.52194665857669,"SSP370",10.368649802034
2091,2.51117216802477,"SSP370",10.3578753114821
2092,2.21635252113614,"SSP370",10.0630556645935
2093,2.37564031813401,"SSP370",10.2223434615913
2094,3.11499567004408,"SSP370",10.9616988135014
2095,3.27394841134128,"SSP370",11.1206515547986
2096,3.32623698920878,"SSP370",11.1729401326661
2097,3.48001792418238,"SSP370",11.3267210676397
2098,3.44588404533228,"SSP370",11.2925871887896
2099,2.71560607787928,"SSP370",10.5623092213366
2100,3.21109227218188,"SSP370",11.0577954156392
1959,-1.20839596137398,"SSP585",6.63830718208333
1960,-1.45522017645732,"SSP585",6.391482967
1961,-1.54686793820732,"SSP585",6.29983520525
1962,-1.51139882954065,"SSP585",6.33530431391667
1963,-1.20258783729065,"SSP585",6.64411530616667
1964,-0.864915120373984,"SSP585",6.98178802308333
1965,-1.48498411487398,"SSP585",6.36171902858333
1966,-1.37706328612398,"SSP585",6.46963985733333
1967,-1.42954804604065,"SSP585",6.41715509741667
1968,-1.69958725345732,"SSP585",6.14711589
1969,-1.62798811387398,"SSP585",6.21871502958333
1970,-1.10410922179065,"SSP585",6.74259392166667
1971,-1.19193755904065,"SSP585",6.65476558441667
1972,-0.929877630457317,"SSP585",6.916825513
1973,-0.968862803457317,"SSP585",6.87784034
1974,-0.40186659004065,"SSP585",7.44483655341667
1975,0.189347891542683,"SSP585",8.036051035
1976,0.298645327876017,"SSP585",8.14534847133333
1977,-0.948788856957317,"SSP585",6.8979142865
1978,-1.12224200045732,"SSP585",6.724461143
1979,-1.34510865429065,"SSP585",6.50159448916667
1980,-1.09198760187398,"SSP585",6.75471554158333
1981,-1.41198419170732,"SSP585",6.43471895175
1982,-1.28458271054065,"SSP585",6.56212043291667
1983,-0.873629109790651,"SSP585",6.97307403366667
1984,-0.610634542623984,"SSP585",7.23606860083333
1985,-0.27238790929065,"SSP585",7.57431523416667
1986,-0.0896432728739835,"SSP585",7.75705987058333
1987,-0.66422157404065,"SSP585",7.18248156941667
1988,-0.500859010873984,"SSP585",7.34584413258333
1989,-0.727713803790651,"SSP585",7.11898933966667
1990,-0.456208250623984,"SSP585",7.39049489283333
1991,-0.0601939247906502,"SSP585",7.78650921866667
1992,-1.20459558970732,"SSP585",6.64210755375
1993,-0.576514791623984,"SSP585",7.27018835183333
1994,0.16788317745935,"SSP585",8.01458632091667
1995,0.210822660876017,"SSP585",8.05752580433333
1996,-0.266836239373983,"SSP585",7.57986690408333
1997,0.0318869942093496,"SSP585",7.87859013766667
1998,-0.797271889873984,"SSP585",7.04943125358333
1999,0.0254075514593497,"SSP585",7.87211069491667
2000,0.226089280709349,"SSP585",8.07279242416667
2001,-0.0189057532906505,"SSP585",7.82779739016667
2002,0.307444087042683,"SSP585",8.1541472305
2003,-0.648044758957317,"SSP585",7.1986583845
2004,-1.23531104429065,"SSP585",6.61139209916667
2005,-0.848847097207317,"SSP585",6.99785604625
2006,0.19838075445935,"SSP585",8.04508389791667
2007,-0.59229830329065,"SSP585",7.25440484016667
2008,-0.573797017623984,"SSP585",7.27290612583333
2009,-0.412131771123984,"SSP585",7.43457137233333
2010,0.179843644709349,"SSP585",8.02654678816667
2011,0.554803833292683,"SSP585",8.40150697675
2012,1.33182301279268,"SSP585",9.17852615625
2013,0.983517269542682,"SSP585",8.830220413
2014,0.816739268959349,"SSP585",8.66344241241667
2015,0.908097903792683,"SSP585",8.75480104725
2016,1.42260268312602,"SSP585",9.26930582658333
2017,1.02937540012602,"SSP585",8.87607854358333
2018,0.954029221626017,"SSP585",8.80073236508333
2019,1.04502436654268,"SSP585",8.89172751
2020,2.00491320095935,"SSP585",9.85161634441667
2021,1.72792824562602,"SSP585",9.57463138908333
2022,0.430521884919514,"SSP585",8.27722502837683
2023,0.332203277156774,"SSP585",8.17890642061409
2024,0.668274054475273,"SSP585",8.51497719793259
2025,0.323790510848264,"SSP585",8.17049365430558
2026,0.0247983597892842,"SSP585",7.8715015032466
2027,0.101205582359384,"SSP585",7.9479087258167
2028,-0.481913775975836,"SSP585",7.36478936748148
2029,0.581817748983274,"SSP585",8.42852089244059
2030,0.278488976473954,"SSP585",8.12519211993127
2031,0.197312311955685,"SSP585",8.044015455413
2032,0.724004408890974,"SSP585",8.57070755234829
2033,0.807124347723604,"SSP585",8.65382749118092
2034,0.356309653668494,"SSP585",8.20301279712581
2035,0.382220153193854,"SSP585",8.22892329665117
2036,0.241086253327434,"SSP585",8.08778939678475
2037,0.334956431988425,"SSP585",8.18165957544574
2038,-0.117178472961876,"SSP585",7.72952467049544
2039,0.250401965734945,"SSP585",8.09710510919226
2040,0.587456101075284,"SSP585",8.4341592445326
2041,1.16113059743572,"SSP585",9.00783374089304
2042,0.509806575101174,"SSP585",8.35650971855849
2043,0.541877444197494,"SSP585",8.38858058765481
2044,0.797977686675995,"SSP585",8.64468083013331
2045,0.749127194903473,"SSP585",8.59583033836079
2046,1.5917099675849,"SSP585",9.43841311104222
2047,2.08414761235977,"SSP585",9.93085075581709
2048,1.63122348623228,"SSP585",9.4779266296896
2049,2.07024138418767,"SSP585",9.91694452764498
2050,1.75158496199909,"SSP585",9.59828810545641
2051,1.82965260841073,"SSP585",9.67635575186805
2052,2.20878269421369,"SSP585",10.055485837671
2053,2.56490054516303,"SSP585",10.4116036886203
2054,2.08839317494279,"SSP585",9.93509631840011
2055,2.64136398120683,"SSP585",10.4880671246642
2056,1.68291868571891,"SSP585",9.52962182917623
2057,1.92154403859025,"SSP585",9.76824718204757
2058,2.04176792684531,"SSP585",9.88847107030263
