ASSESSCLASS,HCR,FREF_TYP,FREF_PAR0,FREF_PAR1,BREF_TYP,BREF_PAR0,BREF_PAR1,RFUN_NM,RPInt,AssessFreq,ImplementationClass,projections,rhoadjust,mincatch,varlimit,Lag,LandZero,CatchZero,EconType,EconName,EconData,MultiplierFile,OutputPriceFile,InputPriceFile,ProdEqn,ChoiceEqn,econ_year_style,ie_override,ie_source,ie_from_model,ie_from_replicate
ASAP,slide,SPR,0.4,NA,SIM,20,-1,hindcastMean,2,2,StandardFisheries,TRUE,FALSE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,results_2023-06-27-16-57-45,1,6
ASAP,slide,SPR,0.4,NA,SIM,20,-1,hindcastMean,2,2,StandardFisheries,TRUE,FALSE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,results_2023-06-27-16-57-45,1,7
ASAP,slide,SPR,0.4,NA,SIM,20,-1,hindcastMean,2,2,StandardFisheries,TRUE,FALSE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,results_2023-06-27-16-57-45,1,8
ASAP,slide,SPR,0.4,NA,SIM,20,-1,hindcastMean,2,2,StandardFisheries,TRUE,FALSE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,results_2023-06-27-16-57-45,1,9
ASAP,slide,SPR,0.4,NA,SIM,20,-1,hindcastMean,2,2,StandardFisheries,TRUE,FALSE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,results_2023-06-27-16-57-45,1,10
