1,1,1,1,13872.54086,0.05
1,1,2,1,13811.23594,0.05
1,1,3,1,17988.26096,0.05
1,1,4,1,13374.41411,0.05
1,1,5,1,20041.83148,0.05
1,1,6,1,15933.35111,0.05
1,1,7,1,9713.116836,0.05
1,1,8,1,18617.25328,0.05
1,1,9,1,13021.1065,0.05
1,1,10,1,13046.41277,0.05
1,1,11,1,17798.07745,0.05
1,1,12,1,13319.39468,0.05
1,1,13,1,18925.69258,0.05
1,1,14,1,15543.33331,0.05
1,1,15,1,10790.92147,0.05
1,1,16,1,10077.24676,0.05
1,1,17,1,3755.950468,0.05
1,1,18,1,1932.033145,0.05
1,1,19,1,2267.851818,0.05
1,1,20,1,2291.74081,0.05
1,1,21,1,2104.359607,0.05
1,1,22,1,2484.69945,0.05
1,1,23,1,2363.540416,0.05
1,1,24,1,4073.791083,0.05
1,1,25,1,3698.387939,0.05
1,1,26,1,5672.881741,0.05
1,1,27,1,1758.783904,0.05
1,1,28,1,1578.892237,0.05
1,1,29,1,1415.242656,0.05
1,1,30,1,2443.098459,0.05
1,1,31,1,3711.795776,0.05
1,1,32,1,2954.290484,0.05
1,1,33,1,1516.325725,0.05
1,1,34,1,1848.656585,0.05
1,1,35,1,1097.440172,0.05
1,1,36,1,608.1404957,0.05
1,1,37,1,794.9464851,0.05
1,1,38,1,632.7862438,0.05
1,1,39,1,621.4775262,0.05
1,1,40,1,476.0226757,0.05
1,1,41,1,446.7159256,0.05
1,1,42,1,328.6917185,0.05
1,1,1,2,973.1758542,0.05
1,1,2,2,605.5188246,0.05
1,1,3,2,951.5411327,0.05
1,1,4,2,771.8709575,0.05
1,1,5,2,1258.295303,0.05
1,1,6,2,1168.294553,0.05
1,1,7,2,729.5352345,0.05
1,1,8,2,856.0976259,0.05
1,1,9,2,872.8831858,0.05
1,1,10,2,813.6372411,0.05
1,1,11,2,1036.042503,0.05
1,1,12,2,929.4760761,0.05
1,1,13,2,2861.103836,0.05
1,1,14,2,1669.929184,0.05
1,1,15,2,903.9867007,0.05
1,1,16,2,2298.517352,0.05
1,1,17,2,1990.871571,0.05
1,1,18,2,24.10014399,0.05
1,1,19,2,377.6094657,0.05
1,1,20,2,974.4440368,0.05
1,1,21,2,1602.262318,0.05
1,1,22,2,10794.0923,0.05
1,1,23,2,329.3728372,0.05
1,1,24,2,925.3010669,0.05
1,1,25,2,53.74509755,0.05
1,1,26,2,118.4330014,0.05
1,1,27,2,196.5969023,0.05
1,1,28,2,24.4590318,0.05
1,1,29,2,199.959637,0.05
1,1,30,2,165.5032366,0.05
1,1,31,2,73.21341098,0.05
1,1,32,2,350.8900769,0.05
1,1,33,2,105.0075259,0.05
1,1,34,2,223.1066982,0.05
1,1,35,2,351.9882078,0.05
1,1,36,2,272.3181198,0.05
1,1,37,2,109.5498482,0.05
1,1,38,2,164.3085984,0.05
1,1,39,2,43.92501644,0.05
1,1,40,2,57.39183974,0.05
1,1,41,2,210.0319696,0.05
1,1,42,2,143.8695826,0.05
1,1,1,3,220.0760036,0.05
1,1,2,3,181.0542779,0.05
1,1,3,3,260.1081869,0.05
1,1,4,3,222.9283323,0.05
1,1,5,3,2738.087306,0.05
1,1,6,3,3302.652298,0.05
1,1,7,3,2473.071852,0.05
1,1,8,3,2189.185701,0.05
1,1,9,3,2898.53993,0.05
1,1,10,3,1886.878243,0.05
1,1,11,3,3111.792159,0.05
1,1,12,3,480.1974098,0.05
1,1,13,3,2684.931245,0.05
1,1,14,3,1230.007255,0.05
1,1,15,3,1155.132269,0.05
1,1,16,3,923.6587187,0.05
1,1,17,3,17304.11798,0.05
1,1,18,3,1230.746199,0.05
1,1,19,3,442.103657,0.05
1,1,20,3,236.6169592,0.05
1,1,21,3,146.4053458,0.05
