1,1,1,0,57,0.213169221,0.161170628,0.455874256,0.147407348,0.022378547
1,2,1,0,65,0.185270362,0.311311643,0.234709027,0.242074245,0.026634723
1,3,1,0,32,0.292239167,0.261431563,0.294515755,0.135314674,0.01649884
1,4,1,0,32,0.357554701,0.276752787,0.252849101,0.079726991,0.03311642
1,5,1,0,21,0.325192793,0.404386077,0.207609822,0.044214201,0.018597108
1,6,1,0,18,0.412362983,0.307578297,0.188113035,0.091945685,0
1,7,1,0,25,0.448806408,0.155000799,0.311387931,0.078762934,0.006041929
1,8,1,0,20,0.477080455,0.22327704,0.23061431,0.049439801,0.019588394
1,9,1,0,16,0.488383952,0.422499201,0.05897961,0.015099402,0.015037835
1,10,1,0,19,0.206885668,0.422537619,0.300950191,0.051961196,0.017665327
1,11,1,0,20,0.386266109,0.278021443,0.250920253,0.053924284,0.03086791
1,12,1,0,22,0.351618127,0.443339135,0.173804837,0.026544029,0.004693872
1,13,1,0,23,0.101710594,0.26889874,0.366697384,0.223407754,0.039285529
1,14,1,0,14,0.375785425,0.269509751,0.321087117,0.033617706,0
1,15,1,0,21,0.17908117,0.516628086,0.230224377,0.074066367,0
1,16,1,0,14,0.585139355,0.27286491,0.10794947,0.034046265,0
1,17,1,0,17,0.191162599,0.410129935,0.294638803,0.094780145,0.009288518
1,18,1,0,19,0.201424136,0.407817749,0.360636968,0.030121147,0
1,19,1,0,18,0.216311315,0.267274956,0.461082126,0.055331603,0
1,20,1,0,15,0.150795332,0.362580605,0.409439809,0.077184255,0
1,21,1,0,21,0.107195142,0.613911289,0.236228865,0.042664704,0
1,22,1,0,13,0.183795124,0.367636094,0.317619808,0.130948974,0
1,23,1,0,14,0.412006661,0.46779101,0.095967773,0.024234557,0
1,24,1,0,14,0.084066667,0.421837898,0.450583079,0.043512355,0
1,25,1,0,18,0.13543681,0.227437591,0.52629458,0.109217354,0.001613665
1,26,1,0,14,0.337890116,0.296830135,0.305793463,0.059486287,0
1,27,1,0,23,0.57496761,0.076986476,0.229946722,0.108744561,0.00935463
1,28,1,0,14,0.146554952,0.600657696,0.193142648,0.059644704,0
1,29,1,0,17,0.325241211,0.329749018,0.304918759,0.040091012,0
1,30,1,0,18,0.39992336,0.362207538,0.187662027,0.0357688,0.014438274
1,31,1,0,20,0.726974057,0.141926461,0.127333664,0,0.003765818
1,32,1,0,10,0.52620102,0.401574167,0.061412257,0.009071676,0.001740882
1,33,1,0,15,0.572862361,0.356685292,0.068822895,0.001629453,0
1,34,1,0,18,0.490122058,0.378743948,0.106793731,0.024340262,0
1,35,1,0,8,0.141213927,0.610920708,0.192141349,0.048150739,0.007573277
1,36,1,0,12,0.298054013,0.535712683,0.152568861,0.013664444,0
1,37,1,0,8,0.621120584,0.183029058,0.148962769,0.035707704,0.011179886
1,38,1,0,16,0.246670445,0.614514106,0.10488795,0.033927499,0
1,39,1,0,10,0.019564349,0.579182069,0.341287927,0.055697766,0.004267889
1,40,1,0,10,0.429506962,0.313601109,0.213635027,0.043256902,0
1,41,1,0,13,0.470002962,0.271177584,0.233361658,0.025457796,0
1,42,1,0,8,0.375840182,0.229984017,0.317167827,0.077007975,0
1,1,2,0,11,0.018427855,0,0.343675308,0.637896837,0
1,4,2,0,1,0,0,0,1,0
1,5,2,0,5,0,0,0.326642609,0.673357391,0
1,6,2,0,1,0,1,0,0,0
1,7,2,0,3,0,0,0.436397366,0.461129427,0.102473206
1,8,2,0,4,0,0,0.504508399,0.495491601,0
1,9,2,0,5,0,0.012612318,0.974775363,0.012612318,0
1,10,2,0,10,0.00824971,0.152438732,0.61153106,0.217876998,0.0099035
1,11,2,0,13,0.0418136,0.024687563,0.73515805,0.19429314,0.004047647
1,12,2,0,15,0.087810961,0.024131364,0.712249212,0.175808464,0
1,13,2,0,9,0,0.060752826,0.871858025,0.066513288,0.000875862
1,14,2,0,6,0.027030164,0.148665903,0.789347374,0.034956558,0
1,15,2,0,13,0.004526767,0.178999129,0.75821984,0.058254264,0
1,16,2,0,10,0,0.057334123,0.785852249,0.156813628,0
1,17,2,0,10,0.09268337,0.157036529,0.711048566,0.039231535,0
1,18,2,0,18,0.90315519,0.000536693,0.089519381,0.006788735,0
1,19,2,0,27,0.030683916,0.4906107,0.472537179,0.006168204,0
1,20,2,0,23,0,0.323738933,0.638551988,0.03770908,0
1,21,2,0,25,0,0.43423371,0.55110044,0.01466585,0
1,22,2,0,9,0.00218985,0.131084398,0.857966354,0.008759398,0
1,23,2,0,8,0,0.037326223,0.903116706,0.059557071,0
1,24,2,0,9,0.026867652,0.323529415,0.643935948,0.005666985,0
1,25,2,0,14,0.55411009,0,0.340019095,0.105870815,0
1,26,2,0,18,0.980251803,0.006353705,0.012340033,0.00105446,0
1,27,2,0,16,0.013052077,0.486372264,0.473097749,0.02747791,0
1,28,2,0,6,0.008623178,0.301580154,0.631746124,0.058050543,0
1,29,2,0,8,0.081194706,0.219669645,0.699135649,0,0
1,30,2,0,17,0,0.065728484,0.866322064,0.067949452,0
1,31,2,0,9,0,0.169381377,0.78540563,0.045212993,0
1,32,2,0,30,0.008040287,0.734167187,0.257651093,0.000141434,0
1,33,2,0,24,0.111016575,0.762495813,0.124948689,0.001538924,0
1,34,2,0,25,0.00211383,0.923946717,0.069246401,0.004693052,0
1,35,2,0,16,0.000943463,0.399462738,0.597146197,0.002447602,0
1,36,2,0,13,0.794707667,0.035683665,0.162532832,0.007075837,0
1,37,2,0,8,0,0.066724981,0.933275019,0,0
1,38,2,0,10,0,0.034869996,0.95573332,0.009396684,0
1,39,2,0,13,0,0.081640946,0.855703526,0.062655527,0
1,40,2,0,8,0,0.038980184,0.943572778,0.017447038,0
1,41,2,0,5,0,0,0.561988179,0.438011821,0
