1,1,7,89247.11854,0.212720515
2,1,7,9995.147043,0.253632033
1,2,7,111134.5847,0.222168779
2,2,7,11753.7404,0.187773346
1,3,7,30623.65354,0.39411324
2,3,7,50308.69961,0.423618202
1,4,7,138845.6496,0.310035035
2,4,7,157535.7197,0.327069686
1,5,7,67295.70697,0.378629084
2,5,7,25320.03215,0.391316523
1,6,7,228706.2037,0.494427833
2,6,7,25772.32279,0.37628083
1,7,7,162479.023,0.759062287
2,7,7,28108.96618,0.66535257
1,8,7,176197.5953,0.38315087
2,8,7,50443.76097,0.43368509
1,9,7,167405.0381,0.489349631
2,9,7,58373.29728,0.3923713
1,10,7,142219.5098,0.382452036
2,10,7,95540.94736,0.333798529
1,11,7,140316.0067,0.566792533
2,11,7,141665.1853,0.868042031
1,12,7,73534.87028,0.381518572
2,12,7,28103.97759,0.445144789
1,13,7,325835.3944,0.438380585
2,13,7,332752.0096,0.947226139
1,14,7,160546.4286,0.482345652
2,14,7,69665.20665,0.377075764
1,15,7,356504.7116,0.420835087
2,15,7,94275.98096,0.614716213
1,16,7,142314.4924,0.51516586
2,16,7,131338.5009,0.704031324
1,17,7,55559.08989,0.559532626
2,17,7,59570.34351,0.319774205
1,18,7,95967.90176,0.479008946
2,18,7,52551.89788,0.413518691
1,19,7,103830.3,0.42941918
2,19,7,86399.30726,0.38761578
1,20,7,130608.596,0.477074257
2,20,7,95588.52419,0.315868813
1,21,7,344527.485,0.410621521
2,21,7,106123.8467,0.630051
1,22,7,151939.0133,0.29467269
2,22,7,87016.71811,0.335469505
1,23,7,80397.502,0.477447511
2,23,7,12762.33786,0.407625762
1,24,7,259418.8391,0.384568504
2,24,7,7953.114902,0.430491734
1,25,7,127568.4475,0.333261603
2,25,7,126597.5621,0.843960442
1,26,7,165479.1958,0.685474246
2,26,7,25036.67376,0.429620784
1,27,7,118164.388,0.286882992
2,27,7,5456.863686,0.813436879
1,28,7,500351.9711,0.371822434
2,28,7,15257.42495,0.533276364
1,29,7,265122.9511,0.59263913
2,29,7,15651.62502,0.590339711
1,30,7,210241.8293,0.374062101
2,30,7,4942.253883,0.701775132
1,31,7,235384.5026,0.304499664
2,31,7,1121.738812,0.210828956
1,32,7,115137.2513,0.233962995
2,32,7,1435.205646,0.329779253
1,33,7,170784.2167,0.270006843
2,33,7,859.0962806,0.46012499
1,34,7,128129.7453,0.350007507
2,34,7,6538.749504,0.837656244
1,35,7,778185.8842,0.342745937
2,35,7,1785.850039,0.291986952
1,36,7,339907.802,0.261906584
2,36,7,1600.775469,0.425399553
1,37,7,173454.5124,0.417429035
2,37,7,128723.5607,0.287702895
1,38,7,153832.6344,0.441211422
2,38,7,2123.511713,0.86697181
1,39,7,182687.9771,0.495234601
2,39,7,130235.3247,0.556663444
1,40,7,105777.312,0.237858204
2,40,7,282.745677,0.295404104
1,41,7,172195.3719,0.327346173
2,41,7,46056.37772,0.994030515
1,42,7,339645.5446,0.368315456
2,42,7,322.4413884,0.461505385
1,1,9,31637.04966,0.151455465
2,1,9,46702.24263,0.608857031
1,2,9,45641.1173,0.194025128
2,2,9,10625.12358,0.209224466
1,3,9,38217.55359,0.192597423
2,3,9,16274.74073,0.223179102
1,4,9,47291.24354,0.243233455
2,4,9,19615.03366,0.21646888
1,5,9,60577.06847,0.242425409
2,5,9,34088.65381,0.167457398
1,6,9,99723.64292,0.268675657
2,6,9,91075.77985,0.203300598
1,7,9,98202.94899,0.196228277
2,7,9,60072.11314,0.198130412
1,8,9,59587.76188,0.240046924
2,8,9,108762.3381,0.203948973
1,9,9,90245.38001,0.307374127
2,9,9,59821.36469,0.160257039
1,10,9,72134.00301,0.158928722
2,10,9,76344.31088,0.197322162
1,11,9,48805.14492,0.209025598
2,11,9,101543.9349,0.187797177
1,12,9,40174.4852,0.203077656
2,12,9,57578.64596,0.210025739
1,13,9,69912.98128,0.238934273
2,13,9,47905.57169,0.197904027
1,14,9,35352.82879,0.171026119
2,14,9,47293.10825,0.254921461
1,15,9,26166.67735,0.179364365
2,15,9,40734.38772,0.232519413
1,16,9,13843.87391,0.210244229
2,16,9,24132.98634,0.168595443
1,17,9,13343.93094,0.170031593
2,17,9,7008.968852,0.200954562
1,18,9,14960.01073,0.193899134
2,18,9,10174.93225,0.211651946
1,19,9,13974.52392,0.187538594
2,19,9,21892.83118,0.255011167
1,20,9,15990.30756,0.247819651
2,20,9,9981.802801,0.296473565
1,21,9,31392.26969,0.223350929
2,21,9,7936.873094,0.343859246
1,22,9,45586.19777,0.315774389
2,22,9,14675.4046,0.37454779
1,23,9,43563.67212,0.255676794
2,23,9,17645.57981,0.296475621
1,24,9,34795.26218,0.218681732
2,24,9,15611.18099,0.333113687
1,25,9,71894.95267,0.250062103
2,25,9,8733.118916,0.267274231
1,26,9,24281.30555,0.187227047
2,26,9,9513.630834,0.360007267
1,27,9,41131.10237,0.199043344
2,27,9,7431.674848,0.230768025
1,28,9,20690.58718,0.188480513
2,28,9,5751.485531,0.306477546
1,29,9,21493.12254,0.235358155
2,29,9,9090.683448,0.308442908
1,30,9,23799.15639,0.262549839
2,30,9,21332.35857,0.619799566
1,31,9,64393.39966,0.255413076
2,31,9,15362.10812,0.410015896
1,32,9,55571.20161,0.23743709
2,32,9,26399.98691,0.251840566
1,33,9,42163.23589,0.173145128
2,33,9,8596.79469,0.265564054
1,34,9,35904.895,0.261674582
2,34,9,18860.28919,0.278786765
1,35,9,25413.97782,0.178342475
