1,1,1,1,0,81,0,0.286189549,0.657001035,0.056339431,0.000469986
1,1,2,1,0,73,0,0.243764579,0.590376242,0.164315062,0.001544117
1,1,3,1,0,65,0,0.381228509,0.4865586,0.130450219,0.001762671
1,1,4,1,0,56,0,0.373072323,0.52139984,0.100239914,0.005287924
1,1,5,1,0,120,0.000659931,0.568998253,0.357488658,0.07061658,0.002236578
1,1,6,1,0,130,0,0.416014044,0.518924158,0.059380869,0.005680928
1,1,7,1,0,94,0,0.245970099,0.644149927,0.106314217,0.003565757
1,1,8,1,0,94,0,0.531109165,0.378442316,0.087959367,0.002489152
1,1,9,1,0,82,0,0.397399181,0.506756822,0.093677444,0.002166554
1,1,10,1,0,76,0,0.618316557,0.33005056,0.05064677,0.000986113
1,1,11,1,0,74,0,0.36196408,0.582649441,0.054475999,0.00091048
1,1,12,1,0,65,0,0.337000597,0.607215019,0.055370972,0.000413411
1,1,13,1,0,77,0.007742038,0.501450118,0.447581942,0.042845186,0.000380716
1,1,14,1,0,88,0,0.285360718,0.639005919,0.07499845,0.000634914
1,1,15,1,0,66,0,0.445625908,0.476920072,0.076624627,0.000829393
1,1,16,1,0,69,0,0.413346416,0.524938525,0.06095859,0.000756469
1,1,17,1,0,43,0.014491518,0.289956355,0.636844849,0.057492819,0.001214458
1,1,18,1,0,34,0,0.417781448,0.536801564,0.044876641,0.000540346
1,1,19,1,0,55,0.003891855,0.285277093,0.656418364,0.054282678,0.000130009
1,1,20,1,0,64,0,0.302114418,0.641942169,0.055686118,0.000257295
1,1,21,1,0,77,0,0.366583822,0.580935606,0.052191035,0.000289537
1,1,22,1,0,67,0,0.338779517,0.619183515,0.041959756,7.72E-05
1,1,23,1,0,133,0,0.291567847,0.660721541,0.047710612,0
1,1,24,1,0,98,0,0.376065797,0.588134295,0.0354889,0.000311008
1,1,25,1,0,91,0,0.237102046,0.707269563,0.055155627,0.000472764
1,1,26,1,0,77,0,0.104920785,0.828497565,0.066337057,0.000244593
1,1,27,1,0,102,0,0.082070834,0.819541037,0.095652191,0.002735938
1,1,28,1,0,76,0,0.082118255,0.838239898,0.078406058,0.001235789
1,1,29,1,0,110,0,0.1225893,0.835204488,0.041832734,0.000373478
1,1,30,1,0,100,0,0.10873082,0.874110308,0.01708259,7.63E-05
1,1,31,1,0,108,0,0.148403587,0.835991161,0.015530915,7.43E-05
1,1,32,1,0,118,0,0.066195548,0.915483563,0.018213899,0.00010699
1,1,33,1,0,129,0,0.084013054,0.898451067,0.017511642,2.42E-05
1,1,34,1,0,90,0,0.094517636,0.872185418,0.032607563,0.000689383
1,1,35,1,0,69,0,0.159250831,0.820044213,0.020594516,0.00011044
1,1,36,1,0,80,0,0.368980795,0.618577067,0.012442138,0
1,1,37,1,0,62,0,0.381243927,0.611746821,0.00688457,0.000124682
1,1,38,1,0,94,0,0.340165249,0.645437846,0.014364992,3.19E-05
1,1,39,1,0,75,0,0.397522024,0.577031545,0.025396333,5.01E-05
1,1,40,1,0,75,0,0.062212696,0.886031022,0.051756282,0
1,1,41,1,0,35,0,0.056783268,0.859262203,0.083954529,0
1,1,42,1,0,22,0,0.128279335,0.729835584,0.141885081,0
1,1,1,4,0,5,0,0.020146373,0.631729396,0.333824089,0.014300141
1,1,2,4,0,5,0,0.020061301,0.63265785,0.333061572,0.014219277
1,1,3,4,0,5,0,0.019622557,0.637446156,0.32912905,0.013802237
1,1,4,4,0,5,0,0.019413574,0.639726931,0.327255903,0.013603591
