1,1,1,1,0,81,0,0.228903629,0.614338592,0.148461599,0.008295854
1,1,2,1,0,73,0.000698352,0.239458537,0.351862148,0.333126719,0.074853876
1,1,3,1,0,65,0.002780471,0.376114799,0.445944039,0.162003862,0.013156578
1,1,4,1,0,56,0.007868865,0.337901675,0.517320356,0.114751407,0.02215743
1,1,5,1,0,120,0.009403652,0.520353823,0.296096378,0.134123636,0.040022334
1,1,6,1,0,130,0,0.359280464,0.481524276,0.122033945,0.037161107
1,1,7,1,0,94,0,0.199310639,0.544336726,0.196851742,0.059500598
1,1,8,1,0,94,0,0.501391737,0.290271703,0.167924341,0.040411923
1,1,9,1,0,82,0,0.351540979,0.485599,0.117735289,0.045124268
1,1,10,1,0,76,0,0.587790238,0.276842857,0.108946399,0.026420149
1,1,11,1,0,74,0,0.288488137,0.563007613,0.122737666,0.025766282
1,1,12,1,0,65,0,0.264222427,0.569382833,0.145806656,0.020587731
1,1,13,1,0,77,0.009120899,0.438161293,0.435805015,0.10329894,0.013613602
1,1,14,1,0,88,0,0.219517538,0.52690934,0.222032408,0.03154031
1,1,15,1,0,66,0.000456232,0.401994365,0.399782341,0.162028611,0.035737914
1,1,16,1,0,69,0,0.313366865,0.538185329,0.115318609,0.033128617
1,1,17,1,0,43,0.019415209,0.188631793,0.560607041,0.198198624,0.033146259
1,1,18,1,0,34,0,0.442640124,0.384591053,0.156617222,0.016149576
1,1,19,1,0,55,0.00947043,0.194240336,0.541106791,0.235265789,0.019914806
1,1,20,1,0,64,0,0.22787782,0.499630337,0.243085005,0.029405034
1,1,21,1,0,77,0,0.230392054,0.484037375,0.258184515,0.02738382
1,1,22,1,0,67,0,0.238459169,5.80E-01,0.158604259,0.023301228
1,1,23,1,0,133,0,0.245409717,0.563254994,0.16503513,0.026298609
1,1,24,1,0,98,0,0.298358956,0.569183589,0.118248631,0.014207928
1,1,25,1,0,91,0,0.119573379,0.625843889,0.22620154,0.028379997
1,1,26,1,0,77,0,0.054383248,0.624376267,0.292714258,0.028524527
1,1,27,1,0,102,0,0.023418412,0.555983035,0.367640236,0.052954804
1,1,28,1,0,76,0,0.030147751,0.611078919,0.321407068,0.037361748
1,1,29,1,0,110,0,0.044930383,0.731080548,0.207419612,0.016565743
1,1,30,1,0,100,0,0.037554791,8.17E-01,0.140392805,0.005317817
1,1,31,1,0,108,0,0.045986581,8.14E-01,0.134982983,0.005466476
1,1,32,1,0,118,0,0.022426891,0.755032632,0.215183795,0.007353255
1,1,33,1,0,129,0,0.024297551,8.24E-01,0.145619644,0.006344978
1,1,34,1,0,90,0,0.033999961,0.751810065,0.199441114,0.014746208
1,1,35,1,0,69,0,0.052903399,0.781395752,0.156596874,0.009100098
1,1,36,1,0,80,0,0.255436504,0.668532599,0.070239809,0.005786029
